year,date,sitenumber,site,protocol,richness,EPT,MCI,SQMCI,Acarina,Dolomedes aquaticus,Hydra,Antiporus,Elmidae   ,Enochrus,Hydraenidae ,Hydrophilidae ,Ptilodactylidae ,Staphylinidae,Scirtidae ,Rhantus,Copelatus,Podaena,Liodessus,Collembola,Amphipoda,Paranthura,Tanaidacae,Cladocera,Copepoda,Isopoda,Ostracoda,Paracalliope,Paraleptamphopus ,Paranephrops ,Paratya,Anthomyiidae,Aphrophilia,Austrosimulium ,Ceratopogonidae,Chironomus,Chironomidae,Corynoneura,Culex,Culicidae,Dolichopodidae,Empididae,Ephydridae,Eriopterini ,Harrisius,Hexatomini ,Limonia,Limnophora,Lobodiamesa,Maoridiamesa,Mischoderus,Molophilus,Muscidae,Neocurupira ,Neolimnia,Nothodixa,Orthocladiinae,Paradixa ,Paralimnophila,Parochlus,Paucispinigera,Polypedilum,Psychodidae,Sciomyzidae,Stratiomyidae ,Tabanidae ,Tanypodinae,Tanytarsini,Tanytarsus,Thaumaleidae,Zelandotipula,Acanthophlebia ,Ameletopsis ,Arachnocolus ,Atalophlebioides,Austroclima ,Austronella,Coloburiscus ,Deleatidium ,Ichthybotus ,Isothraulus,Mauiulus,Neozephlebia ,Nesameletus ,Oniscigaster,Rallidens,Siphlaenigma,Tepakia,Zephlebia ,Anisops,Diaprepocoris,Microvelia,Saldidae,Sigara,Hirudinea,Hygraula,Archichauliodes,Ferrissia,Gyraulus,Hyridella,Latia,Lymnaeidae,Melanopsis,Physidae,Potamopyrgus ,Sphaeriidae,Nematoda,Nemertea,Nematomorpha,Kempynus,Aeschna,Anisoptera,Antipodochlora ,Austroletes,Hemicordulia,Procordulia,Uropetala,Xanthocnemis,Oligochaeta,Platyhelminthes,Acroperla,Austroperla ,Megaleptoperla ,Nesoperla,Spaniocerca,Stenoperla ,Taraperla,Zelandoperla ,Zelandobius ,Alloecentrella,Aoteapsyche ,Beraeoptera,Confluens,Costachorema ,Ecnomina ,Helicopsyche ,Hudsonema ,Hydrobiosella ,Hydrobiosis ,Hydrochorema,Neurochorema ,Oecetis,Oeconesidae,Olinga,Orthopsyche ,Oxyethira ,Paroxyethira ,Plectrocnemia ,Polyplectropus ,Psilochorema ,Pycnocentria ,Pycnocentrodes,Triplectides ,Tiphobiosis,Zelandoptila,Zelolessica,Polychaeta,Rhabdocoela,Ischnura,Mysidae,Bryozoa
2007,7/03/2007,45368,Ararimu @ Old North Road,soft,19,26.31578947,103.2631579,4.125125628,,,,,,,,,,,,,,,,,,,,,,,,A,,,C,,,,,C,,,,,,,,,R,,,,,,,,,,,,,C,,,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,R,A,,,,,,R,,R,,,,C,,,R,VA,R,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,A,,,,,,,,
2007,7/03/2007,45368,Ararimu @ Old North Road,soft,18,33.33333333,116.8888889,4.530081301,,,,,,,,,,,,,,,,,,,,,,,,VA,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,,,,R,,R,,R,,,,,,,,,,,,,,,,,C,A,,,,,,,,,,,,R,,,,VA,,,,,,,,,,,,,A,,,,,R,,,,,,,,,,,,,,R,,,,,R,,,,,,,C,,R,,VA,,,,,,,,
2007,16/02/2007,8557,Aroaro @ Phillips,soft,25,24,116.4,5.517204301,,,,,A,,R,,R,,,,,,,,,,,,,,,R,,,R,C,C,C,,,,,,,,,,,,,,,,C,,,,,,,R,,,,,,,,,,R,,C,,,,,,,A,,,A,,,,,,,,,,R,,,,,,,,A,,,,R,,,,A,,,,,,,,,,,,,,,,,R,R,,,,,,,,A,R,,C,,,,,C,,,,,,,,,,,,,A,,,,,,,,,
2007,20/02/2007,7308,Awanohi Lower,soft,20,35,110.5,4.179296875,,,,,,,,,,,,,,,,,R,,,,,,,A,,R,A,,,,,,,,,,,,,,R,,,,,,,,,,R,,,A,,,,,,,,,,,R,,,,,R,,,,,,,,,R,,,,,A,A,,,,,,,,,,,,,,,A,VA,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,R,,A,,,,,,,,
2007,2/02/2007,7309,Awanohi Mid,soft,13,30.76923077,99.23076923,5.181927711,,,,,,,,,,,,,,,,,,,,,,,R,VA,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,C,,,,C,,,,,R,,,,,,,,R,,,,,,,,,,,,,R,A,,,,,,,,,,,,,,,R,A,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,
2007,2/02/2007,7310,Awanohi Rural Trib,soft,17,17.64705882,84.11764706,3.294170404,R,,,,,,,,,,,,,,,,,,,,,,,A,,,R,,,,,R,,,,,,,,,R,,,,,,,,,,,,R,,,,,A,,,,,A,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,A,VA,R,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,R,,,,,,
2007,8/02/2007,7311,Awanohi Upper 1,soft,10,40,124,8.021621622,,,,,,,,,,,,,,,,,R,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,
2007,2/02/2007,7312,Awanohi Upper 2,soft,20,35,115.3,5.889655172,,,,,,,,,,,,,,,,,R,,,,,,,C,,C,A,,,,,R,,,,,,,,,,,,,,,,,,,R,,,C,,,,A,,,,,R,,,,,,,R,,R,,,,,,,,,,,,,A,,,,,,,,,,,,,,,R,A,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,,,,,R,R,,C,,,,,,,,
2007,23/02/2007,45742,Awarere @ Dibble,soft,25,28,114.64,5.665822785,,,,,C,,,,,,,,,,,R,,,,,,,,C,,,,,,,,R,,,,,,,,,,R,R,,,,,,,,R,,,C,R,,,R,,,,,,,,,C,,,,,,,R,,R,,,,R,,,,,A,,,R,,,,,,,,,R,R,,,A,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,R,R,,,,,,,,,,,
2007,9/02/2007,7524,Campbells Bay,soft,7,14.28571429,92.57142857,2.989201878,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,VA,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,1/02/2007,44618,Cascades LTB,Hard,25,28,105.6,3.843621399,,,,,C,,,,R,,,,,,,,,,,,,,,,,,,R,C,C,,,,,,,,,,,,,R,,,A,R,R,,,,,A,,,,,R,,,,,,,R,,,,R,,,,,C,,,,,,R,,,,,R,,,,,,,,C,,,,A,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,R,,,,,R,,,,,,R,A,,,,,,C,,,,,,,,,
2007,9/02/2007,7721,Chatswood,Hard,13,7.692307692,86.15384615,3.113636364,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,R,,,,,,C,,,,,A,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,C,,,,,,,,,R,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,27/02/2007,6606,Duck Creek @ Trotters,soft,19,5.263157895,71.68421053,3.202279202,A,,,,,A,,,,,A,,,,,,R,,,,,,VA,,,,,,,,,R,,,,C,,,,,,,,,,,,,,,,,,,R,,,,,,R,,A,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,,,,,,,,,C,A,,,C,,,,,,,,,,A,VA,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,
2007,19/02/2007,8407,Duders,soft,13,7.692307692,73.69230769,4.813255034,,,,,,,,,,,,,,,,,,,,,,,A,VVA,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,C,R,,,,,,,,,,,,A,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,
2007,13/02/2007,6847,Dyers Creek @ Bush,soft,23,26.08695652,123.3913043,4.808296943,,,,,C,,,R,,,,,,,,R,,,,,,,,,,R,R,,,,,R,,,,,,,,,R,,,,,,,,,,,,R,A,R,,,R,,,,,C,,,,,,,,,R,,,,,,,,,,,,,A,,,,,,,,R,,,,A,,R,,VA,,,,,,,,,,,,,,,,,,,,,,,,C,,A,,,,,,,,,,,,,,,,,,R,R,,,A,,,,,,,,
2007,13/02/2007,6852,Dyers Creek @ Mid Paddock,soft,23,21.73913043,111.2173913,2.701530612,,,,R,C,,R,R,,,,,,,,,,,,,,,,C,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,A,,,,,R,,,R,,,,C,,,C,VVA,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,,,R,,,,,R,,,,,,,R,,,C,A,,,,,,,,
2007,5/02/2007,7722,Eskdale Lower,soft,16,6.25,80.125,2.403786575,,,,,,,,,,,,,,,,R,,,,,,,R,R,,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,,,,,R,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,A,VVA,C,,,,,,,,,,,,C,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,
2007,5/02/2007,7723,Eskdale Mid,soft,12,25,89.16666667,3.549044586,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,C,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,VA,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,R,,,A,,,,,,,,
2007,5/02/2007,7724,Eskdale Upper,soft,14,28.57142857,117.7142857,5.3,,,,,,,,,,,,,,,,,,,,,,,,C,C,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,A,,,,,R,,,,,,,R,,,,,,,,,,,,,,C,C,,,,R,,,,,,,,,,,,A,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,
2007,23/02/2007,45743,Hoteo @ Kraak Hill,soft,21,14.28571429,94.28571429,3.675126904,,,,,C,,,,,,,,,,,R,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,A,R,,,,R,,,R,,R,,C,,R,,,,,,,,,,,,,,,,,C,A,,,,,R,,,,,,,,C,,,VA,,,,,,,,R,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,
2007,1/03/2007,8552,Hunua @ St Pauls,Hard,25,44,132.8,7.63362069,,,,,C,,,R,C,,,,,,,,,,,,,,,,R,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,VA,R,C,,,,C,,,,,A,,,R,,,,,A,,,,A,,,,C,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,R,,,C,,C,,,R,A,R,,,,R,,,,,,,,,,,
2007,7/03/2007,45416,Kaukapakapa Ref,soft,17,35.29411765,138.8235294,5.914925373,,,,,,,,R,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,C,R,,,,,C,,,R,,,,,,,,,,,,,,,,,,R,A,,,,,,,,R,,,,,,,,A,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,R,,,,R,R,,,,,,,,,,,
2007,22/02/2007,43512,Kauritutahi (Awhitu),soft,20,35,132.8,5.129874214,,,,,C,,,C,C,,,,,,,,,,,,,,,,VA,,,,,R,,,,,,,,,,,,R,,,,,R,,,,,R,,,,,,A,,,,,,,R,,,,,,,R,,A,,,,,,,,,,,A,,,,,,,,,,,,,,,,VA,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,A,,,,C,C,C,,,,,,,,,,
2007,1/03/2007,1543482,Konini,Hard,32,46.875,140,8.521582734,,,,,C,,C,,C,R,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,R,,,,,A,,,,,,,,,,,,,,,,,,C,R,,,,,A,A,R,,,,,,,,,R,,,,,,,,VA,,,,R,,,,,,,,R,,,,,,,,,,R,,,R,R,,,C,,C,,,VA,R,,C,,VVA,,C,,,C,,,C,R,C,,,,R,R,,,,,,,,,,
2007,22/02/2007,45369,Kumeu @ Weza,soft,12,0,63.83333333,2.74084507,,,,,,,,,,,,,,,,,R,,,,,,,A,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,R,,,,,,,C,R,,R,VA,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,14/02/2007,7725,Lignite,soft,20,5,91.3,2.845918367,,,,,R,,,,,,,,,,,,R,,,,,,C,,,,A,,,,,R,,,,,,,,,,,,,,,,,,,R,,R,R,R,,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,A,VA,R,,,,,,,R,,,,,C,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,A,,,,,,,,
2007,7/02/2007,7899,Lucas LTB @ Tennis,Soft,20,10,75.6,2.220719178,,,,R,,,,,,,,,,,,,R,,,,,,,,,,C,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,C,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,R,,,,,,R,R,,A,VVA,,,,,,,,R,,R,,,A,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,
2007,15/02/2007,6850,Mahurangi LTB,soft,34,38.23529412,116.1764706,4.608032129,,,,,R,,,R,,,,,,,,,,,,,,,,A,,,,,,C,,,,,,,,R,,,,R,,,,,R,,,,R,,C,C,,,,,,,,,A,,R,,,,,,,C,,C,R,,,,R,,,,,R,A,,,R,,R,,,R,,,,,,,,VA,,,,,,,,,,,,,R,,,,,R,,,,,,,,C,,,,,,C,,R,,,R,,,C,R,C,,C,R,,,A,,,,,,,,
2007,1/03/2007,1543483,Mangatawhiri,Hard,34,35.29411765,121.1764706,7.461038961,R,,,,A,,A,,R,R,,,,,,,,,,,,,,,,,,C,A,R,R,R,,,,,,R,,,,,,,,A,,,,,,,C,,,,,,,,,,,,C,,,,R,,,,,A,VA,R,,,,,,,,,C,,,,,,,,A,,,,R,,,,A,,,,,,,,,,,,,,,,,C,,,,C,,VA,,,A,,,C,,A,,R,C,,,,,A,R,C,,,,C,,,,,,,,,,,
2007,5/02/2007,44460,Marawhara ,Hard,31,48.38709677,136.7741935,5.583333333,,,,,A,,A,,C,,,,,,,,,,,,,,,,,,A,,A,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,C,,,,,,,,,,R,R,,,,,A,C,R,,,,R,,,,,C,,,,,,,,A,,,,A,,,,VA,,,,,,,,,,,,,,,,,R,,,,R,,R,,,A,,,,,,R,R,C,,R,,,A,,,,,R,C,,A,C,,,,,,,,
2007,15/02/2007,6604,Matakana LTB,soft,14,21.42857143,93.57142857,3.427631579,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,A,R,,,,R,,,R,,,,,,,C,VA,,,,,,,,R,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,,,,,,,
2007,26/02/2007,43722,Mauku at Aka Aka Rd,soft,17,17.64705882,66,1.982043796,C,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,C,,,C,,VA,VVA,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,C,,,,C,,,,,,,,
2007,26/02/2007,43722,Mauku at Aka Aka Rd,soft,28,21.42857143,83.92857143,2.282207207,A,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,,C,,,,,,,,,,,R,,,,,,,,,,R,,R,R,,,,R,,,,,A,,,,,,,,,,,,,,,,,,,,,,R,,,R,,C,A,,,,C,,,A,,A,VA,,R,R,,,,,,,,,,R,R,,,,,,,,,,,,C,,,,,,,,,,R,,,,,VA,R,,C,R,,,C,,,,,,,,
2007,22/02/2007,43720,Mauku Stream @ STP,soft,20,30,98.8,5.527683616,,,,,,,,,,,,,,,,,VA,,,,,,,C,,R,C,,,C,,,,,,,,,,,R,,,,,,,,R,,,,R,,,,,R,,,,,R,,R,,,,,,,,,,,,,,,,,,,,A,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,R,,R,A,,,,,,,,
2007,1/03/2007,1043404,Milne,Hard,33,42.42424242,135.7575758,8.224215247,,,,,A,,C,,C,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,R,,R,,,,,,,,,,R,R,,,,,A,,,,,R,,R,,,,R,,,C,,VA,C,C,,,,,,,,,R,,,,,,,,A,,,,,,,,C,,,,,,,,,,,,,,,,,A,R,,,,,C,R,,C,,,R,,C,,VA,C,,,,,R,VA,,,,,R,R,,,,,,,,,,
2007,2/03/2007,7407,Motutapu,hard,16,12.5,87.5,4.872413793,,,,,R,,,,,,,,,,,,A,,,,,,A,VVA,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,R,,,,C,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,
2007,28/02/2007,45605,Mt Auckland,Hard,16,37.5,111.25,5.404494382,,,,,,,,,,R,,,,,,,R,,,,,,,,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,C,,,,R,,,,,R,,,,,,,,,,,,,,R,,,,,,,C,A,,,R,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,R,,,,,,
2007,9/02/2007,1043824,Ngakaroa LTB,soft,7,0,57.42857143,1.763942308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,VA,VVA,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,27/02/2007,7171,Nukumea Upper,Soft,11,27.27272727,94.18181818,4.978688525,,,,,,,,,,,,,,,,,,,,,,,,R,,R,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,C,,A,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,,,,,,,
2007,15/02/2007,8177,Oakley LTB,soft,7,14.28571429,57.42857143,2.440381791,,,,,,,,,,,,,,,,,,,,,,,R,A,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,A,VVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,
2007,9/02/2007,7313,Okura Reserve,soft,19,31.57894737,115.8947368,3.252054795,,,,,,,,,,,,,,,,,,,,,,,,C,,R,C,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,,R,,,,,C,,,,,,,,,,,,R,,,,,,,,,,C,,,R,,,C,,,,,,,,,,VA,,,,,,,,R,,,,,R,R,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,C,,,,,,,,
2007,21/02/2007,7314,Okura Trib 1,soft,18,38.88888889,117,3.294274809,R,,,,,,,,,,,,,,,,R,,,,,,,,,R,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,R,,,,R,,,R,,,,,,,,,,,,,,R,C,,,,,,R,,,,,,,,,,VA,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,C,,A,,,,,,,,
2007,8/02/2007,7315,Okura Trib 2,soft,11,27.27272727,112.3636364,4.177653631,,,,,,,,,,,,,,,,,C,,,,,,,A,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,A,,,,,,,,
2007,9/02/2007,7726,Onepoto @ Kauri Glen park,soft,20,10,98.9,2.623333333,,,,,R,,,,,,,,,,,,R,,,,,,,,,R,R,,,,,R,,,,,,,,,R,,,,,,,R,,,R,,,R,,,,R,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,A,VA,R,,,,,,,R,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,A,,,,,,,,
2007,1/02/2007,7925,Opanuku LTB,Hard,29,27.5862069,104.8275862,4.436293436,,,,,A,,,,R,,,,,,,,,,,,,,,,,,C,,C,R,,,,,,,,C,,,,,R,,R,,C,,,,,,R,,,,,A,,,,,R,,A,,R,,R,,,,,,R,R,,,R,,,,,,C,,,,,,,,A,,,,,,,R,A,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,R,,,,,C,,R,,,,,C,,,,,,C,C,,,,,,,,
2007,7/02/2007,8608,Orere A,Hard,34,44.11764706,141.1764706,8.28807947,R,,,,C,,A,,C,,,,,,,,,,,,,,,,R,,,,R,C,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,C,,,,,R,,,,,,R,,,A,,A,A,C,,,,C,,,,,C,,,,,,,,A,,,,,,,,C,,,,,,,,,,,,,,,,,R,R,,,C,,R,R,,,,,R,,A,,R,R,R,R,,,A,VA,,,,,R,,,,,,,,,,,
2007,7/02/2007,8609,Orere B,Hard,23,52.17391304,144.3478261,8.22741433,,,,,C,,A,,A,,,,,,,,,,,,,,,,C,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,A,,A,A,C,,,,C,,,,,C,,,,,,,,A,,,,,,,,A,,,,,,,,,,,,,,,,,,A,,,C,,A,,,,R,,,,,,,R,,,,,C,VA,,,,,,,,,,,,,,,,
2007,15/02/2007,8241,Otara LTB,soft,14,14.28571429,52.57142857,2.338297872,A,,,,,,,,,,,,,,,,,,,,,,R,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,R,,,C,,,,,A,VVA,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,,,,,,,,,,,,,
2007,7/02/2007,107801,Oteha LTB,soft,14,7.142857143,64,2.427973199,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,,,,C,VVA,R,,,,,,,R,,R,,,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,
2007,15/02/2007,1043825,Papakura LTB,soft,13,15.38461538,52.92307692,1.797196262,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,R,,VA,VVA,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,,,,,,,,,,,,,
2007,26/02/2007,1043826,Puhinui LTB,Soft,10,0,34.4,1.322222222,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,R,,,R,,C,R,,R,,,,,,,,,,,C,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,31/01/2007,1043827,Puhinui Trib (soft),soft,17,17.64705882,75.41176471,3.491044776,R,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,,,,,,,,,R,,,,,,R,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,C,A,,,,,,,,R,,,,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,A,,,,,,,,
2007,31/01/2007,1043828,Puhinui Upper (hard),Hard,25,20,94.4,4.725373134,,,,,R,,,,R,,,,,,,,,,,,,,,,,,C,R,,C,,,,,,,,R,,,,R,R,,,,C,,,,,,R,R,,,,A,,,,R,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,C,,,C,,,C,VVA,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,VA,,,,,,R,,C,,,,,,,,
2007,8/02/2007,7012,Puhoi,soft,12,41.66666667,134.1666667,3.184251969,,,,,,,,,,,,,,,,,R,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,R,,,,,,,,VA,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,R,,,,,,,,
2007,22/02/2007,45371,Riverhead,soft,17,23.52941176,115.5294118,3.028476821,,,,,,,,R,,,,,,,,,,,,,,,,C,,R,A,,,,,R,,,,,,,,,,R,,,,,,,,,,,R,R,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,,,,,,,,,,,,R,,,,VA,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,,,,,,,
2007,21/02/2007,7212,Shakespear,Soft,15,40,114.8,4.430463576,,,,,,,,,,,,,,,,,,,,,,,,VA,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,C,,,,,A,,,,,,,C,,,,,,,,,,,,,,C,A,,,,,,,,,,,,,,,,VA,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,R,,C,,,,,,,,
2007,16/02/2007,43918,Symonds St @ Ponga,Hard,28,32.14285714,100.7142857,4.814285714,,,,,A,,R,,,,,,,,,,,,,,,,,,,,,R,C,C,,,,,,,,,,,,,,,,C,R,,,,,,R,,,,,,,,,,R,,R,,,,,,,C,,R,A,,,,,R,,,,,C,,,,,,,,A,,,,R,,,,A,,,R,,,,,,,,,,,R,,,,,,,,,,R,,VA,,,R,,,R,,A,,,,,,,A,,,,,,A,R,,,,,,,,
